Make,Model,Variant,Fuel_Type,Transmission,Ex_Showroom_Price,Market_Status
Mahindra,Be 6,BE 6 Batman Edition,Petrol,Automatic,3027000,Active
Mahindra,Be 6,Mahindra BE 6 base model,Petrol,Manual,1889999,Active
Mahindra,Be 6,Mahindra BE 6 top model,Petrol,Automatic,2849000,Active
Mahindra,Scorpio N,Base Model,Petrol,Manual,1707000,Active
Mahindra,Scorpio N,Z4,Petrol,Manual,2192000,Active
Mahindra,Scorpio N,Z6,Petrol,Manual,2250000,Active
Mahindra,Scorpio N,Z8 S,Petrol,Manual,2329000,Active
Mahindra,Scorpio N,Z8,Petrol,Manual,2544000,Active
Mahindra,Scorpio N,Z8 T,Petrol,Manual,2913000,Active
Mahindra,Scorpio N,Top Model,Petrol,Manual,3042000,Active
Mahindra,Scorpio N,Automatic,Petrol,Automatic,0,Discontinued
Mahindra,Scorpio N,base model,Petrol,Manual,1349000,Active
Mahindra,Scorpio N,top model,Petrol,Manual,2495000,Active
Mahindra,Bolero Neo 2022,Bolero Neo [2022-2025] Base Model,Petrol,Manual,1127000,Active
Mahindra,Bolero Neo 2022,Bolero Neo [2022-2025] N8,Petrol,Manual,1188000,Active
Mahindra,Bolero Neo 2022,Bolero Neo [2022-2025] N10 (O),Petrol,Manual,1445000,Active
Mahindra,Bolero Neo 2022,Bolero Neo [2022-2025] Top Model,Petrol,Manual,1391000,Active
Mahindra,Quanto 2012 2016,Quanto [2012-2016] Base Model,Petrol,Manual,823000,Active
Mahindra,Quanto 2012 2016,Quanto [2012-2016] C4,Petrol,Manual,890000,Active
Mahindra,Quanto 2012 2016,Quanto [2012-2016] C6,Petrol,Manual,946000,Active
Mahindra,Quanto 2012 2016,Quanto [2012-2016] Top Model,Petrol,Manual,1008000,Active
Mahindra,Marshal,Base Model,Petrol,Manual,599000,Active
Mahindra,Marshal,DI,Petrol,Manual,620000,Active
Mahindra,Marshal,Top Model,Petrol,Manual,650000,Active
Mahindra,Marshal,DX Royale,Petrol,Manual,650000,Active
Mahindra,Xuv500,XUV500 Base Model,Petrol,Manual,1495000,Active
Mahindra,Xuv500,XUV500 W5,Petrol,Manual,1730999,Active
Mahindra,Xuv500,XUV500 W7,Petrol,Manual,2030999,Active
Mahindra,Xuv500,XUV500 W9,Petrol,Manual,2239000,Active
Mahindra,Xuv500,XUV500 G,Petrol,Manual,1914999,Active
Mahindra,Xuv500,XUV500 W11,Petrol,Manual,2218000,Active
Mahindra,Xuv500,XUV500 W11(O),Petrol,Manual,2103000,Active
Mahindra,Xuv500,XUV500 Top Model,Petrol,Manual,2426000,Active
Mahindra,Xuv500,XUV500 W11 Opt AT,Petrol,Automatic,2011000,Active
Mahindra,Thar,Base Model,Petrol,Manual,1191000,Active
Mahindra,Thar,Top Model,Petrol,Manual,2144000,Active
Mahindra,Thar,Automatic,Petrol,Automatic,0,Discontinued
Mahindra,Thar,base model,Petrol,Manual,999000,Active
Mahindra,Thar,top model,Petrol,Manual,1762000,Active
Mahindra,Xuv300 Turbosport,XUV300 TurboSport Base Model,Petrol,Manual,1092000,Active
Mahindra,Xuv300 Turbosport,XUV300 TurboSport W6,Petrol,Manual,1251000,Active
Mahindra,Xuv300 Turbosport,XUV300 TurboSport W8,Petrol,Manual,1444000,Active
Mahindra,Xuv300 Turbosport,XUV300 TurboSport Top Model,Petrol,Manual,1561000,Active
Mahindra,Xuv300 Turbosport,XUV300 TurboSport W8(O) Dual Tone,Petrol,Manual,1316000,Active
Mahindra,E2O 2014 2016,e2o [2014-2016] Base Model,Petrol,Manual,548000,Active
Mahindra,E2O 2014 2016,e2o [2014-2016] Top Model,Petrol,Manual,716000,Active
Mahindra,E2O 2014 2016,e2o [2014-2016] T2,Petrol,Manual,745000,Active
Mahindra,Jeep,Base Model,Petrol,Manual,619000,Active
Mahindra,Jeep,Classic,Petrol,Manual,300000,Active
Mahindra,Jeep,CJ 340,Petrol,Manual,335000,Active
Mahindra,Jeep,CJ 500 DI,Petrol,Manual,343000,Active
Mahindra,Jeep,CL 500 MDI,Petrol,Manual,345000,Active
Mahindra,Jeep,CJ 500 D,Petrol,Manual,375000,Active
Mahindra,Jeep,CL 550 MDI,Petrol,Manual,375000,Active
Mahindra,Jeep,MM 540,Petrol,Manual,575000,Active
Mahindra,Jeep,MM 550 XDB,Petrol,Manual,600000,Active
Mahindra,Jeep,MM 550 DP,Petrol,Manual,642000,Active
Mahindra,Jeep,MM ISZ,Petrol,Manual,574000,Active
Mahindra,Jeep,MM 775 XDB,Petrol,Manual,675000,Active
Mahindra,Marazzo 2018 2020,Marazzo [2018-2020] Base Model,Petrol,Manual,1170000,Active
Mahindra,Marazzo 2018 2020,Marazzo [2018-2020] M4,Petrol,Manual,1378000,Active
Mahindra,Marazzo 2018 2020,Marazzo [2018-2020] M6,Petrol,Manual,1554000,Active
Mahindra,Marazzo 2018 2020,Marazzo [2018-2020] Top Model,Petrol,Manual,1739999,Active
Mahindra,Bolero,Base Model,Petrol,Manual,955000,Active
Mahindra,Bolero,B6,Petrol,Manual,1069000,Active
Mahindra,Bolero,B6 (O),Petrol,Manual,1117000,Active
Mahindra,Bolero,Top Model,Petrol,Manual,1181000,Active
Mahindra,Bolero,base model,Petrol,Manual,800000,Active
Mahindra,Bolero,top model,Petrol,Manual,990000,Active
Mahindra,Xuv 3Xo Ev,XUV 3XO EV Base Model,Electric,Manual,1527000,Active
Mahindra,Xuv 3Xo Ev,XUV 3XO EV Top Model,Electric,Manual,1643000,Active
Mahindra,Xuv 3Xo Ev,Mahindra XUV 3XO EV base model,Electric,Manual,1389000,Active
Mahindra,Xuv 3Xo Ev,Mahindra XUV 3XO EV top model,Electric,Manual,1546000,Active
Mahindra,Thar Roxx,Base Model,Petrol,Manual,1691000,Active
Mahindra,Thar Roxx,MX3,Petrol,Manual,2111000,Active
Mahindra,Thar Roxx,MX5,Petrol,Manual,2313000,Active
Mahindra,Thar Roxx,AX3 L,Petrol,Manual,2045000,Active
Mahindra,Thar Roxx,Star Edition,Petrol,Manual,2273000,Active
Mahindra,Thar Roxx,AX5 L,Petrol,Manual,2567000,Active
Mahindra,Thar Roxx,Top Model,Petrol,Manual,2786000,Active
Mahindra,Thar Roxx,Automatic,Petrol,Automatic,0,Discontinued
Mahindra,Thar Roxx,base model,Petrol,Manual,1240000,Active
Mahindra,Thar Roxx,top model,Petrol,Manual,2281000,Active
Mahindra,Nuvosport,NuvoSport Base Model,Petrol,Manual,956000,Active
Mahindra,Nuvosport,NuvoSport N4 Plus,Petrol,Manual,996000,Active
Mahindra,Nuvosport,NuvoSport N6,Petrol,Manual,1160000,Active
Mahindra,Nuvosport,NuvoSport Top Model,Petrol,Manual,1267000,Active
Mahindra,Xuv 7Xo,XUV 7XO Base Model,Petrol,Manual,1822000,Active
Mahindra,Xuv 7Xo,XUV 7XO AX3,Petrol,Manual,2181000,Active
Mahindra,Xuv 7Xo,XUV 7XO AX5,Petrol,Manual,2360000,Active
Mahindra,Xuv 7Xo,XUV 7XO AX7,Petrol,Manual,2495000,Active
Mahindra,Xuv 7Xo,XUV 7XO AX7 T,Petrol,Manual,2861000,Active
Mahindra,Xuv 7Xo,XUV 7XO Top Model,Petrol,Manual,3038000,Active
Mahindra,Xuv 7Xo,XUV 7XO Automatic,Petrol,Automatic,0,Discontinued
Mahindra,Xuv 7Xo,Mahindra XUV 7XO base model,Petrol,Manual,1366000,Active
Mahindra,Xuv 7Xo,Mahindra XUV 7XO top model,Petrol,Manual,2492000,Active
Mahindra,Bolero Neo Plus,Base Model,Petrol,Manual,1350000,Active
Mahindra,Bolero Neo Plus,Top Model,Petrol,Manual,1469000,Active
Mahindra,Bolero Neo Plus,base model,Petrol,Manual,1100000,Active
Mahindra,Bolero Neo Plus,top model,Petrol,Manual,1200000,Active
Lotus,Eletre,Standard,Petrol,Manual,25500000,Active
Lotus,Eletre,S,Petrol,Manual,27500000,Active
Lotus,Eletre,R,Petrol,Manual,29900000,Active
Lotus,Emira,Turbo,Petrol,Manual,30500000,Active
Lotus,Emeya,GT,Petrol,Manual,23400000,Active
Force Motors,Gurkha,3 Door (4-Seater),Petrol,Automatic,1630999,Active
Force Motors,Gurkha,5 Door (7-Seater),Petrol,Automatic,1763000,Active
Force Motors,Gurkha 2021 2024,Gurkha [2021-2024] 4X4 [2021-2023],Petrol,Manual,1510000,Active
Force Motors,Gurkha 2021 2024,Gurkha [2021-2024] 4X4,Petrol,Manual,1510000,Active
Force Motors,Forceone,Force One EX 7 STR,Petrol,Manual,872000,Active
Force Motors,Forceone,Force One SX ABS 7 STR,Petrol,Manual,1155000,Active
Force Motors,Forceone,Force One SX ABS 6 STR,Petrol,Manual,1165000,Active
Force Motors,Forceone,Force One SX 7 STR,Petrol,Manual,1173000,Active
Force Motors,Forceone,Force One SX 6 STR,Petrol,Manual,1192000,Active
Force Motors,Forceone,Force One LX ABS 7 STR,Petrol,Manual,1317000,Active
Force Motors,Trax Cruiser,9 STR,Petrol,Manual,1232000,Active
Force Motors,Trax Cruiser,12 STR,Petrol,Manual,1245000,Active
Force Motors,Trax Cruiser,12 STR AC,Petrol,Manual,1349000,Active
Force Motors,Trax Cruiser,9 STR AC,Petrol,Manual,1350000,Active
Maserati,Quattroporte 2011 2015,Quattroporte [2011-2015] 4.2,Petrol,Automatic,12600000,Active
Maserati,Quattroporte 2011 2015,Quattroporte [2011-2015] Sedan,Petrol,Automatic,13300000,Active
Maserati,Quattroporte 2011 2015,Quattroporte [2011-2015] S 4.7,Petrol,Automatic,13600000,Active
Maserati,Quattroporte 2011 2015,Quattroporte [2011-2015] Sport GT 4.7,Petrol,Automatic,14600000,Active
Maserati,Quattroporte 2011 2015,Quattroporte [2011-2015] Diesel,Diesel,Automatic,12600000,Active
Maserati,Mc20,MC20 Coupe,Petrol,Manual,34500000,Active
Maserati,Mc20,MC20 Cielo,Petrol,Manual,50199999,Active
Maserati,Quattroporte,GT,Petrol,Manual,17000000,Active
Maserati,Quattroporte,Modena,Petrol,Manual,18400000,Active
Maserati,Quattroporte,Trofeo,Petrol,Manual,21900000,Active
Maserati,Grecale,GT,Petrol,Manual,12400000,Active
Maserati,Grecale,Modena,Petrol,Manual,14500000,Active
Maserati,Grecale,Trofeo,Petrol,Manual,19400000,Active
Maserati,Ghibli,GT Hybrid,Hybrid,Manual,11700000,Active
Maserati,Ghibli,Modena S,Petrol,Manual,14700000,Active
Maserati,Ghibli,Trofeo,Petrol,Manual,18800000,Active
Maserati,Grancabrio,GranCabrio 4.7 V8 [2015-2020],Petrol,Manual,26800000,Active
Maserati,Grancabrio,GranCabrio 4.7 V8,Petrol,Manual,26800000,Active
Maserati,Ghibli 2015 2018,Ghibli [2015-2018] Diesel,Diesel,Manual,10800000,Active
Maserati,Levante 2017 2024,Levante [2017-2024] Diesel,Diesel,Manual,0,Discontinued
Maserati,Levante,GT Hybrid,Hybrid,Manual,13700000,Active
Maserati,Levante,Modena,Petrol,Manual,15600000,Active
Maserati,Levante,Trofeo,Petrol,Manual,16900000,Active
Maserati,Levante,Modena S,Petrol,Manual,22500000,Active
Maserati,Granturismo,GranTurismo Modena,Petrol,Manual,25700000,Active
Maserati,Granturismo,GranTurismo Trofeo,Petrol,Manual,27400000,Active
Maserati,Granturismo 2018 2021,GranTurismo [2018-2021] 4.7 V8 MC [2018-2020],Petrol,Manual,22500000,Active
Maserati,Granturismo 2018 2021,GranTurismo [2018-2021] 4.7 V8 Sport,Petrol,Manual,22500000,Active
Maserati,Granturismo 2018 2021,GranTurismo [2018-2021] 4.7 V8 Sport [2018-2020],Petrol,Manual,24800000,Active
Maserati,Granturismo 2018 2021,GranTurismo [2018-2021] 4.7 V8 MC,Petrol,Manual,24800000,Active
Maserati,Mcpura,MCPura Coupe,Petrol,Manual,51200000,Active
Citroen,C3,Base Model,Petrol,Manual,670000,Active
Citroen,C3,Live (O),Petrol,Manual,656000,Active
Citroen,C3,Feel,Petrol,Manual,768000,Active
Citroen,C3,Feel (O),Petrol,Manual,874000,Active
Citroen,C3,Top Model,Petrol,Manual,1110000,Active
Citroen,C3,base model,Petrol,Manual,499000,Active
Citroen,C3,top model,Petrol,Manual,944999,Active
Citroen,Aircross X,Base Model,Petrol,Manual,1044000,Active
Citroen,Aircross X,Plus,Petrol,Manual,1425000,Active
Citroen,Aircross X,Top Model,Petrol,Manual,1726000,Active
Citroen,Aircross X,base model,Petrol,Manual,889000,Active
Citroen,Aircross X,top model,Petrol,Manual,1457000,Active
Citroen,Basalt X,Base Model,Petrol,Manual,1005000,Active
Citroen,Basalt X,Plus,Petrol,Manual,1504000,Active
Citroen,Basalt X,Top Model,Petrol,Manual,1654000,Active
Citroen,Basalt X,base model,Petrol,Manual,855000,Active
Citroen,Basalt X,top model,Petrol,Manual,1395000,Active
Citroen,C3 Aircross 2023 2024,C3 Aircross [2023-2024] Base Model,Petrol,Manual,1163000,Active
Citroen,C3 Aircross 2023 2024,C3 Aircross [2023-2024] Plus,Petrol,Manual,1605000,Active
Citroen,C3 Aircross 2023 2024,C3 Aircross [2023-2024] Dhoni,Petrol,Manual,1398000,Active
Citroen,C3 Aircross 2023 2024,C3 Aircross [2023-2024] Top Model,Petrol,Manual,1721000,Active
Citroen,C5 Aircross,Base Model,Petrol,Manual,4543000,Active
Citroen,C5 Aircross,base model,Petrol,Manual,3732000,Active
Citroen,C5 Aircross 2021 2022,C5 Aircross [2021-2022] Base Model,Petrol,Manual,3965999,Active
Citroen,C5 Aircross 2021 2022,C5 Aircross [2021-2022] Top Model,Petrol,Manual,4092000,Active
Citroen,Ec3,eC3 Base Model,Petrol,Manual,1370000,Active
Citroen,Ec3,eC3 Shine,Petrol,Manual,1436000,Active
Citroen,Ec3,eC3 Top Model,Petrol,Manual,1030000,Active
Citroen,Ec3,Citroen eC3 base model,Petrol,Manual,1030000,Active
Citroen,Ec3,Citroen eC3 top model,Petrol,Manual,1353000,Active
Citroen,Aircross 2024,Aircross Base Model,Petrol,Manual,978999,Active
Citroen,Aircross 2024,Aircross Plus,Petrol,Manual,1542000,Active
Citroen,Aircross 2024,Aircross Max,Petrol,Manual,1671000,Active
Citroen,Aircross 2024,Aircross Top Model,CNG,Manual,978999,Active
Tata,1991 Sierra 1991 2003,1991 Sierra [1991-2003] Base Model,Petrol,Manual,2500000,Active
Tata,1991 Sierra 1991 2003,1991 Sierra [1991-2003] Top Model,Petrol,Manual,2500000,Active
Tata,1991 Sierra 1991 2003,1991 Sierra [1991-2003] Turbo,Petrol,Manual,2500000,Active
Tata,Harrier,Base Model,Petrol,Manual,1689999,Active
Tata,Harrier,Pure X,Petrol,Manual,2239000,Active
Tata,Harrier,Adventure X,Petrol,Manual,2357000,Active
Tata,Harrier,Adventure X Plus,Petrol,Manual,2399000,Active
Tata,Harrier,Adventure X Dark Edition,Petrol,Manual,2443000,Active
Tata,Harrier,Adventure X Plus  Dark Edition,Petrol,Manual,2485000,Active
Tata,Harrier,Pure X Dark Edition,Petrol,Manual,2292000,Active
Tata,Harrier,Fearless X,Petrol,Manual,2753000,Active
Tata,Harrier,Fearless X Dark Edition,Petrol,Manual,2832000,Active
Tata,Harrier,Fearless X Plus,Petrol,Manual,2979000,Active
Tata,Harrier,Fearless Plus Dark Edition,Petrol,Manual,2687000,Active
Tata,Harrier,Fearless Ultra,Petrol,Manual,2863000,Active
Tata,Harrier,Fearless Ultra Red Dark,Petrol,Manual,2927000,Active
Tata,Harrier,Fearless X Plus  Dark Edition,Petrol,Manual,3039000,Active
Tata,Harrier,Stealth Edition,Petrol,Manual,3057000,Active
Tata,Harrier,Automatic,Petrol,Automatic,0,Discontinued
Tata,Harrier,base model,Petrol,Manual,1289000,Active
Tata,Harrier,top model,Petrol,Manual,2535000,Active
Tata,Safari Old Generation,[2023-2023] Base Model,Petrol,Manual,1932000,Active
Tata,Safari Old Generation,[2023-2023] XM,Petrol,Manual,2111000,Active
Tata,Safari Old Generation,[2023-2023] XMS,Petrol,Manual,2268000,Active
Tata,Safari Old Generation,[2023-2023] XT Plus,Petrol,Manual,2469000,Active
Tata,Safari Old Generation,[2023-2023] XMAS,Petrol,Manual,2422000,Active
Tata,Safari Old Generation,[2023-2023] XZ,Petrol,Manual,2529000,Active
Tata,Safari Old Generation,[2023-2023] XTA Plus,Petrol,Manual,2625000,Active
Tata,Safari Old Generation,[2023-2023] XZA,Petrol,Manual,2685000,Active
Tata,Safari Old Generation,[2023-2023] XZ Plus,Petrol,Manual,2798000,Active
Tata,Safari Old Generation,[2023-2023] Top Model,Petrol,Manual,3074000,Active
Tata,Movus,Base Model,Petrol,Manual,931000,Active
Tata,Movus,Top Model,Petrol,Manual,965000,Active
Tata,Movus,LX 9 STR,Petrol,Manual,817000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] Base Model,Petrol,Manual,974000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XM,Petrol,Manual,997000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XE Plus,Petrol,Manual,956000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XM (S),Petrol,Manual,838000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XM Plus,Petrol,Manual,1038000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XT,Petrol,Manual,1122000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XM Plus (S),Petrol,Manual,1073000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ,Petrol,Manual,1170000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ (O),Petrol,Manual,1137000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ Plus,Petrol,Manual,1272000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ LUX,Petrol,Manual,1233000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ Plus (S),Petrol,Manual,1292000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] Racer R1,Petrol,Manual,1099000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ Plus (S) LUX,Petrol,Manual,1292000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] XZ Plus (O) (S),Petrol,Manual,1292000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] Racer R2,Petrol,Manual,1234000,Active
Tata,Altroz 2020 2025,Altroz [2020-2025] Top Model,Petrol,Manual,1292000,Active
Tata,Sumo Gold,Base Model,Petrol,Manual,597000,Active
Tata,Sumo Gold,LX,Petrol,Manual,771000,Active
Tata,Sumo Gold,CX,Petrol,Manual,919000,Active
Tata,Sumo Gold,CX PS,Petrol,Manual,941000,Active
Tata,Sumo Gold,FX,Petrol,Manual,857000,Active
Tata,Sumo Gold,EX,Petrol,Manual,997000,Active
Tata,Sumo Gold,Top Model,Petrol,Manual,1081000,Active
Tata,Sumo Gold,GX BS-IV,Petrol,Manual,893000,Active
Tata,Curvv Ev,Curvv EV Base Model,Electric,Automatic,1839000,Active
Tata,Curvv Ev,Curvv EV Accomplished,Electric,Manual,2021000,Active
Tata,Curvv Ev,Curvv EV Accomplished Plus (S),Electric,Manual,2097000,Active
Tata,Curvv Ev,Curvv EV Empowered Plus,Electric,Manual,2227000,Active
Tata,Curvv Ev,Curvv EV Empowered Plus A,Electric,Manual,2329000,Active
Tata,Curvv Ev,Tata Curvv EV base model,Electric,Automatic,1748999,Active
Tata,Curvv Ev,Tata Curvv EV top model,Electric,Automatic,2224000,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] Base Model,Petrol,Manual,802999,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] XM,Petrol,Manual,878999,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] XZ,Petrol,Manual,914000,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] XMA,Petrol,Manual,795000,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] XZ+,Petrol,Manual,978999,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] XZA,Petrol,Manual,850000,Active
Tata,Tigor 2018 2020,Tigor [2018-2020] Top Model,Petrol,Manual,893000,Active
Tata,Tiago Jtp,Tiago JTP Base Model,Petrol,Manual,765000,Active
Tata,Tiago Jtp,Tiago JTP Top Model,Petrol,Manual,792000,Active
Tata,Tiago Jtp,Tiago JTP 1.2,Petrol,Manual,671000,Active
Tata,Tigor,Base Model,Petrol,Manual,653000,Active
Tata,Tigor,XT,Petrol,Manual,821000,Active
Tata,Tigor,XZ,Petrol,Manual,940000,Active
Tata,Tigor,Top Model,Petrol,Manual,1001000,Active
Tata,Tigor,CNG,CNG,Manual,0,Discontinued
Tata,Tigor,Automatic,Petrol,Automatic,0,Discontinued
Tata,Tigor,base model,Petrol,Manual,555000,Active
Tata,Tigor,top model,Petrol,Manual,884000,Active
Tata,Tigor Jtp,Tigor JTP Base Model,Petrol,Manual,889000,Active
Tata,Tigor Jtp,Tigor JTP Top Model,Petrol,Manual,890000,Active
Tata,Tigor Jtp,Tigor JTP 1.2,Petrol,Manual,761000,Active
Tata,Nexon,Base Model,Petrol,Manual,941000,Active
Tata,Nexon,Smart Plus,Petrol,Manual,1064000,Active
Tata,Nexon,Smart Plus (S),Petrol,Manual,1107000,Active
Tata,Nexon,Pure Plus,Petrol,Manual,1277000,Active
Tata,Nexon,Pure Plus (S),Petrol,Manual,1234000,Active
Tata,Nexon,Creative,Petrol,Automatic,1419000,Active
Tata,Nexon,Creative Plus (S),Petrol,Automatic,1498000,Active
Tata,Nexon,Creative Plus (PS),Petrol,Automatic,1563000,Active
Tata,Nexon,Fearless Plus (PS),Petrol,Manual,1698000,Active
Tata,Nexon,Fearless Plus A (PS),Petrol,Manual,1634000,Active
Tata,Nexon,CNG,CNG,Manual,0,Discontinued
Tata,Nexon,Automatic,Petrol,Automatic,0,Discontinued
Tata,Nexon,base model,Petrol,Manual,737000,Active
Tata,Nexon,top model,Petrol,Manual,1422000,Active
Tata,Tl,TL Base Model,Petrol,Manual,4000000,Active
Tata,Tl,TL 4x4,Petrol,Manual,4000000,Active
Tata,Harrier Ev,Harrier EV Base Model,Electric,Manual,2317000,Active
Tata,Harrier Ev,Harrier EV Adventure S,Electric,Manual,2348000,Active
Tata,Harrier Ev,Harrier EV Fearless Plus,Electric,Manual,2818000,Active
Tata,Harrier Ev,Harrier EV Empowered,Electric,Manual,3068000,Active
Tata,Harrier Ev,Harrier EV Empowered Stealth Edition,Electric,Manual,3146000,Active
Tata,Harrier Ev,Tata Harrier EV base model,Electric,Automatic,2149000,Active
Tata,Harrier Ev,Tata Harrier EV top model,Electric,Automatic,3023000,Active
Tata,Tigor Ev 2021 2022,Tigor EV [2021-2022] Base Model,Electric,Manual,1324000,Active
Tata,Tigor Ev 2021 2022,Tigor EV [2021-2022] XM,Electric,Manual,1376000,Active
Tata,Tigor Ev 2021 2022,Tigor EV [2021-2022] Top Model,Electric,Manual,1444000,Active
Tata,Tiago Nrg 2018 2020,Tiago NRG [2018-2020] Base Model,Petrol,Manual,717000,Active
Tata,Tiago Nrg 2018 2020,Tiago NRG [2018-2020] AMT,Petrol,Automatic,768000,Active
Tata,Tiago Nrg 2018 2020,Tiago NRG [2018-2020] Top Model,Diesel,Manual,840000,Active
Tata,Tiago Nrg 2018 2020,Tiago NRG [2018-2020] Diesel,Diesel,Manual,692000,Active
Tata,Estate,Base Model,Petrol,Manual,708000,Active
Tata,Estate,Std,Petrol,Manual,708000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Base Model,Electric,Manual,1039000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Smart Plus,Electric,Manual,1167000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Adventure,Electric,Manual,1416000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Adventure S,Electric,Manual,1441000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Empowered,Electric,Manual,1472000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Empowered Plus,Electric,Manual,1500000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Empowered S,Electric,Manual,1500000,Active
Tata,Old Generation Punch Ev 2024,Punch EV [2024-2026] Empowered Plus S,Electric,Manual,1531000,Active
Tata,Venture,Base Model,Petrol,Manual,487000,Active
Tata,Venture,LX,Petrol,Manual,581000,Active
Tata,Venture,EX,Petrol,Manual,620000,Active
Tata,Venture,Top Model,Petrol,Manual,680000,Active
Tata,Venture,GX  8 STR,Petrol,Manual,586000,Active
Tata,Zest,Base Model,Petrol,Manual,873000,Active
Tata,Zest,XMS Anniversary LE,Petrol,Manual,836999,Active
Tata,Zest,XM,Petrol,Manual,932000,Active
Tata,Zest,XMS,Petrol,Manual,961999,Active
Tata,Zest,XT,Petrol,Manual,1036999,Active
Tata,Zest,Premio,Petrol,Manual,956000,Active
Tata,Zest,XMA,Petrol,Manual,1015000,Active
Tata,Zest,Top Model,Petrol,Manual,1184000,Active
Tata,Zest,XTA Diesel,Diesel,Manual,986999,Active
Tata,Bolt,Base Model,Petrol,Manual,806000,Active
Tata,Bolt,XM,Petrol,Manual,863000,Active
Tata,Bolt,XMS,Petrol,Manual,875000,Active
Tata,Bolt,Top Model,Petrol,Manual,958000,Active
Tata,Bolt,XT Diesel,Diesel,Manual,785000,Active
Tata,Manza 2011 2015,Manza [2011-2015] Base Model,Petrol,Manual,768000,Active
Tata,Manza 2011 2015,Manza [2011-2015] GLS,Petrol,Manual,706000,Active
Tata,Manza 2011 2015,Manza [2011-2015] Aura,Petrol,Manual,871000,Active
Tata,Manza 2011 2015,Manza [2011-2015] LS,Petrol,Manual,736000,Active
Tata,Manza 2011 2015,Manza [2011-2015] GLX,Petrol,Manual,733000,Active
Tata,Manza 2011 2015,Manza [2011-2015] GVX,Petrol,Manual,779000,Active
Tata,Manza 2011 2015,Manza [2011-2015] LX,Petrol,Manual,825000,Active
Tata,Manza 2011 2015,Manza [2011-2015] Elan,Petrol,Manual,949000,Active
Tata,Manza 2011 2015,Manza [2011-2015] VX,Petrol,Manual,902999,Active
Tata,Manza 2011 2015,Manza [2011-2015] GEX,Petrol,Manual,891000,Active
Tata,Manza 2011 2015,Manza [2011-2015] Celebration,Petrol,Automatic,961999,Active
Tata,Manza 2011 2015,Manza [2011-2015] EX,Petrol,Manual,1021000,Active
Tata,Manza 2011 2015,Manza [2011-2015] Top Model,Petrol,Manual,1040000,Active
Tata,Manza 2011 2015,Manza [2011-2015] EXL Quadrajet,Petrol,Manual,889000,Active
Tata,Nano Genx,Nano GenX Base Model,Petrol,Manual,305000,Active
Tata,Nano Genx,Nano GenX XM,Petrol,Manual,346000,Active
Tata,Nano Genx,Nano GenX XT,Petrol,Manual,369000,Active
Tata,Nano Genx,Nano GenX XMA,Petrol,Manual,395000,Active
Tata,Nano Genx,Nano GenX Top Model,Petrol,Manual,417000,Active
Tata,Nano Genx,Nano GenX XTA,Petrol,Manual,343000,Active
Tata,Vistatech,Vista Tech Base Model,Petrol,Manual,650000,Active
Tata,Vistatech,Vista Tech LX,Petrol,Manual,648000,Active
Tata,Vistatech,Vista Tech Top Model,Petrol,Manual,734000,Active
Tata,Vistatech,Vista Tech VX BS IV,Petrol,Manual,625000,Active
Tata,Indica Ev2 2012 2013,Indica eV2 [2012-2013] Base Model,Electric,Manual,470000,Active
Tata,Indica Ev2 2012 2013,Indica eV2 [2012-2013] Top Model,Electric,Manual,522000,Active
Tata,Indica Ev2 2012 2013,Indica eV2 [2012-2013] LE,Electric,Manual,449000,Active
Tata,Nexon Ev Prime,Nexon EV Prime Base Model,Electric,Manual,1547000,Active
Tata,Nexon Ev Prime,Nexon EV Prime XZ Plus,Electric,Manual,1725000,Active
